A/C Group,Start,End,W/O,A/C,Issue Date,Due Date,Closing Date,ATA,DD,MEL,MEL Ref.,Description,Action
Own Configuration,2022-08-01,2023-07-31,32375,PWA,2023-05-29,,2023-06-14,32-44,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:56 FUNCTIONAL CHECK OF PARKING/EMERGENCY BRAKE ACCUMULATOR READ THE CHARGE PRESSURE ON THE ACCUMULATOR GAUGE IAW AMM TASK",
Own Configuration,2022-08-01,2023-07-31,48759,PWA,2023-05-26,,2023-05-26,NAN,0,0,,"1 WORKSTEP ADDED BY DHAR ON 26.MAY.2023, 20:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN DHAR","ACTION PERFORMED BY DHAR ON 26.MAY.2023, 20:00 DAILY CHECK PERFORMED REF FORM.F.MNT.E.104 (2-02) PERFORMED SIGN DHAR"
Own Configuration,2022-08-01,2023-07-31,48760,PWA,2023-05-27,,2023-05-27,NAN,0,0,,"1 WORKSTEP ADDED BY NASU ON 27.MAY.2023, 17:30 TO PERFORM 24HR CHECK DESCRIPTION SIGN NASU","ACTION PERFORMED BY NASU ON 27.MAY.2023, 17:30 24HR CHECK PERFORMED REF FORM.F.MNT.E.103.(2-02) PERFORMED SIGN NASU"
Own Configuration,2022-08-01,2023-07-31,32377,PWA,2023-05-29,,2023-06-14,33,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:56 STEP-1  OPERATIONAL CHECK OF LIGHTS TEST SYSTEM",
Own Configuration,2022-08-01,2023-07-31,48761,PWG,2023-05-26,,2023-05-26,NAN,0,0,,"1 WORKSTEP ADDED BY RHAL ON 26.MAY.2023, 21:30 TO PERFORM BD CHECK DESCRIPTION SIGN RHAL","ACTION PERFORMED BY RHAL ON 26.MAY.2023, 21:30 BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN RHAL"
Own Configuration,2022-08-01,2023-07-31,48762,PWG,2023-05-27,,2023-05-27,NAN,0,0,,"1 WORKSTEP ADDED BY DEMU ON 27.MAY.2023, 14:30 TO PERFORM DAILY CHECK DESCRIPTION SIGN DEMU","ACTION PERFORMED BY DEMU ON 27.MAY.2023, 14:30 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104.(2-02) PERFORMED SIGN DEMU"
Own Configuration,2022-08-01,2023-07-31,48763,PWA,2023-05-27,,2023-05-27,NAN,0,0,,"1 WORKSTEP ADDED BY NASU ON 27.MAY.2023, 22:15 TO PERFORM BD CHECK DESCRIPTION SIGN NASU","ACTION PERFORMED BY NASU ON 27.MAY.2023, 22:15 BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN NASU"
Own Configuration,2022-08-01,2023-07-31,48765,PWH,2023-06-03,,2023-06-03,35,0,0,,"1 WORKSTEP ADDED BY WHPR ON 03.JUN.2023, 14:00 REF TASKCARD NO 100001638 REPLACEMENT OF CREW OXY -STORAGE CYLINDER (5750 HM)","ACTION PERFORMED BY WHPR ON 03.JUN.2023, 14:00 REMOVAL AND INSTALLATION CREW OXY -STORAGE CYLINDER (5750 HM) PERFORMED REF AMM 35-11-41-000/400-007-A."
Own Configuration,2022-08-01,2023-07-31,48767,PWG,2023-05-28,,2023-05-28,NAN,0,0,,"1 WORKSTEP ADDED BY RNHU ON 28.MAY.2023, 20:30 TO PERFORM 24HR CHECK DESCRIPTION SIGN RNHU","ACTION PERFORMED BY RNHU ON 28.MAY.2023, 20:30 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103.(2-02) PERFORMED SIGN RNHU"
Own Configuration,2022-08-01,2023-07-31,32390,PWA,2023-05-29,,2023-06-14,34-13,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:56 CLEANING OF 1 OUT OF 3 PITOT PROBES DESCRIPTION SIGN RIZKY",
Own Configuration,2022-08-01,2023-07-31,48777,PWG,2023-05-29,,2023-05-29,NAN,0,0,,"1 WORKSTEP ADDED BY RAGP ON 29.MAY.2023, 19:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN RAGP","ACTION PERFORMED BY RAGP ON 29.MAY.2023, 19:00 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.103 PERFORMED SIGN RAGP"
Own Configuration,2022-08-01,2023-07-31,48778,PWA,2023-07-07,,2023-07-10,32,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 07.JUL.2023, 06:53 STEP-1  FUNCTIONAL CHECK OF TIRE PRESSURES",
Own Configuration,2022-08-01,2023-07-31,48779,PWA,2023-06-05,,2023-06-05,05-20,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 05.JUN.2023, 03:12 PERFORM DY PERFORM CHECK: DY, DAILY CHECK","ACTION PERFORMED BY AMPR ON 05.JUN.2023, 03:12 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104 (2-02) PERFORMED SIGN AMPR"
Own Configuration,2022-08-01,2023-07-31,32396,PWA,2023-07-14,2023-08-17,,34-42,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 14.JUL.2023, 06:42 RADIO ALTIMETER CLEANING OF RADIO ALTIMETER ANTENNA EXTERNAL SURFACE.",
Own Configuration,2022-08-01,2023-07-31,48780,PWG,2023-05-30,,2023-05-30,NAN,0,0,,"1 WORKSTEP ADDED BY ASS ON 30.MAY.2023, 03:05 TO PERFORM BD CHECK DESCRIPTION SIGN ASS","ACTION PERFORMED BY ASS ON 30.MAY.2023, 03:05 BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN ASS"
Own Configuration,2022-08-01,2023-07-31,32397,PWA,2023-06-02,2024-03-08,,34,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 02.JUN.2023, 04:08 STEP-1 OPERATIONAL CHECK AND DETAILED INSPECTION FOR CONTAMINATION OF RADIO",
Own Configuration,2022-08-01,2023-07-31,48782,PWG,2023-05-30,,2023-05-30,NAN,0,0,,"1 WORKSTEP ADDED BY RHAL ON 30.MAY.2023, 13:30 TO PERFORM 24HR CHECK DESCRIPTION SIGN RHAL","ACTION PERFORMED BY RHAL ON 30.MAY.2023, 13:30 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103.(2-02) PERFORMED SIGN RHAL"
Own Configuration,2022-08-01,2023-07-31,48783,PWG,2023-05-31,,2023-05-31,NAN,0,0,,"1 WORKSTEP ADDED BY RHAL ON 31.MAY.2023, 20:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN RHAL","ACTION PERFORMED BY RHAL ON 31.MAY.2023, 20:00 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.103 PERFORMED SIGN RHAL"
Own Configuration,2022-08-01,2023-07-31,48784,PWG,2023-06-01,,2023-06-01,NAN,0,0,,"1 WORKSTEP ADDED BY AMPR ON 01.JUN.2023, 19:00 TO PERFORM WEEKLY CHECK DESCRIPTION SIGN AMPR","ACTION PERFORMED BY AMPR ON 01.JUN.2023, 19:00 WEEKLY CHECK PERFORMED REF.FORM.F.MNT.E.105.(2-02) PERFORMED SIGN AMPR"
Own Configuration,2022-08-01,2023-07-31,48785,PWG,2023-06-02,,2023-06-02,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 02.JUN.2023, 13:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 02.JUN.2023, 13:00 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,32406,PWA,2023-05-29,,2023-06-14,35-30,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:56 CHECK CONNECTING HOSE, MASK AND PRESSURE ON CYLINDER PRESSURE GAUGE IAW AMM TASK 35-32-42-210-002",
Own Configuration,2022-08-01,2023-07-31,48796,PWG,2023-06-02,,2023-06-02,NAN,0,0,,"1 WORKSTEP ADDED BY DEMU ON 02.JUN.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN DEMU","ACTION PERFORMED BY DEMU ON 02.JUN.2023, 22:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN DEMU"
Own Configuration,2022-08-01,2023-07-31,48798,PWG,2023-06-03,,2023-06-03,NAN,0,0,,"1 WORKSTEP ADDED BY ZUFI ON 03.JUN.2023, 14:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ZUFI","ACTION PERFORMED BY ZUFI ON 03.JUN.2023, 14:00 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103.(2-02) PERFORMED SIGN ZUFI"
Own Configuration,2022-08-01,2023-07-31,32417,PWA,2023-05-29,,2023-06-14,38-10,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:56 POTABLE WATER SYSTEM DISINFECTION OF POTABLE WATER SYSTEM AND DISCARD OF",
Own Configuration,2022-08-01,2023-07-31,48801,PWA,2023-05-28,,2023-06-27,25,0,1,25-20-02B,"1 WORKSTEP ADDED BY FFSA ON 28.MAY.2023, 13:00 MAINTENANCE RECLINE BUTTON SEAT NO 21F IS U/S DESCRIPTION SIGN FFSA","ACTION PERFORMED BY FFSA ON 28.MAY.2023, 16:00 AFTER CHECK CABLE RECLINE WAS BROKEN . D/T NIL SPARE INSERT TO HIL REF MEL : 25-20-023 CAT D"
Own Configuration,2022-08-01,2023-07-31,48810,PWA,2023-05-29,,2023-05-29,NAN,0,0,,"1 WORKSTEP ADDED BY ZUFI ON 29.MAY.2023, 13:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ZUFI","ACTION PERFORMED BY ZUFI ON 29.MAY.2023, 13:00 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103 PERFORMED SIGN ZUFI"
Own Configuration,2022-08-01,2023-07-31,48811,PWE,2023-05-27,,2023-05-27,NAN,0,0,,"1 WORKSTEP ADDED BY ATV ON 27.MAY.2023, 16:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ATV","ACTION PERFORMED BY ATV ON 27.MAY.2023, 16:00 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103 PERFORMED SIGN ATV"
Own Configuration,2022-08-01,2023-07-31,48812,PWE,2023-05-27,,2023-05-27,NAN,0,0,,"1 WORKSTEP ADDED BY NASU ON 27.MAY.2023, 21:45 TO PERFORM BD CHECK DESCRIPTION SIGN NASU","ACTION PERFORMED BY NASU ON 27.MAY.2023, 21:45 BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN NASU"
Own Configuration,2022-08-01,2023-07-31,48813,PWE,2023-05-28,,2023-05-28,NAN,0,0,,"1 WORKSTEP ADDED BY RAGP ON 28.MAY.2023, 12:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN RAGP","ACTION PERFORMED BY RAGP ON 28.MAY.2023, 12:00 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104 PERFORMED SIGN RAGP"
Own Configuration,2022-08-01,2023-07-31,48814,PWE,2023-05-28,,2023-05-28,NAN,0,0,,"1 WORKSTEP ADDED BY ISMA ON 28.MAY.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN ISMA","ACTION PERFORMED BY ISMA ON 28.MAY.2023, 22:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN ISMA"
Own Configuration,2022-08-01,2023-07-31,48815,PWE,2023-05-29,,2023-05-29,NAN,0,0,,"1 WORKSTEP ADDED BY ZUFI ON 29.MAY.2023, 12:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ZUFI","ACTION PERFORMED BY ZUFI ON 29.MAY.2023, 12:00 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103 PERFORMED SIGN ZUFI"
Own Configuration,2022-08-01,2023-07-31,48816,PWE,2023-05-29,,2023-05-29,NAN,0,0,,"1 WORKSTEP ADDED BY FFSA ON 29.MAY.2023, 21:30 TO PERFORM BD CHECK DESCRIPTION SIGN FFSA","ACTION PERFORMED BY FFSA ON 29.MAY.2023, 21:30 BD CHECK PERFORMED PERFORMED SIGN FFSA"
Own Configuration,2022-08-01,2023-07-31,48817,PWA,2023-05-29,,2023-05-29,NAN,0,0,,"1 WORKSTEP ADDED BY CAR ON 29.MAY.2023, 00:45 TO PERFORM BD CHECK DESCRIPTION SIGN CAR","ACTION PERFORMED BY CAR ON 29.MAY.2023, 00:45 BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN CAR"
Own Configuration,2022-08-01,2023-07-31,48818,PWE,2023-05-30,,2023-05-30,NAN,0,0,,"1 WORKSTEP ADDED BY WHPR ON 30.MAY.2023, 21:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN WHPR","ACTION PERFORMED BY WHPR ON 30.MAY.2023, 21:00 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104.(2-02) PERFORMED SIGN WHPR"
Own Configuration,2022-08-01,2023-07-31,48819,PWA,2023-05-28,,2023-05-28,NAN,0,0,,"1 WORKSTEP ADDED BY FFSA ON 28.MAY.2023, 13:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN FFSA","ACTION PERFORMED BY FFSA ON 28.MAY.2023, 13:00 DAILY CHECK PERFORMED REF FORM.F.MNT.E.104. PERFORMED SIGN FFSA"
Own Configuration,2022-08-01,2023-07-31,48821,PWA,2023-03-02,,2023-03-31,25,0,0,,"1 WORKSTEP ADDED BY ZULNAIN ON 02.MAR.2023, 04:43 MANDATORY: PERFORM EI- EI-23-008-N322 (ENGINEERING INSTRUCTIONS) REV. 00","ACTION PERFORMED BY ZULNAIN ON 31.MAR.2023, 23:00 CARRIED OUT PERFORMED SIGN ZULNAIN"
Own Configuration,2022-08-01,2023-07-31,48822,PWE,2023-05-31,,2023-05-31,26,0,0,,"1 WORKSTEP ADDED BY RAHM ON 31.MAY.2023, 00:40 ENG 2 FIRE LOOP A INTERMITTENT DESCRIPTION SIGN RAHM","ACTION PERFORMED BY RAHM ON 31.MAY.2023, 00:40 DO OPERATIONAL TEST OF THE ENGINE FIRE AND OVERHEAD DECRETION WITH CFDS RESULT TEST OK REF AMM 26-12-00-710-002-A"
Own Configuration,2022-08-01,2023-07-31,48824,PWA,2023-05-29,,2023-05-29,NAN,0,0,,"1 WORKSTEP ADDED BY YJPP ON 29.MAY.2023, 13:30 TO PERFORM BD CHECK DESCRIPTION SIGN YJPP","ACTION PERFORMED BY YJPP ON 29.MAY.2023, 13:30 BD CHECK PERFORMED REF FORM.F.MNT.E.102. PERFORMED SIGN YJPP"
Own Configuration,2022-08-01,2023-07-31,48831,PWA,2023-05-29,,2023-05-29,NAN,0,0,,"1 WORKSTEP ADDED BY YJPP ON 29.MAY.2023, 22:30 TO PERFORM BD CHECK DESCRIPTION SIGN YJPP","ACTION PERFORMED BY YJPP ON 29.MAY.2023, 22:30 BD CHECK PERFORMED REF FORM.F.MNT.E.102. PERFORMED SIGN YJPP"
Own Configuration,2022-08-01,2023-07-31,48833,PWA,2023-07-14,2024-02-19,,75-20,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 14.JUL.2023, 02:27 TITLE: COOLING DESCRIPTION SIGN RIZKY",
Own Configuration,2022-08-01,2023-07-31,48837,PWA,2023-05-30,,2023-05-30,NAN,0,0,,"1 WORKSTEP ADDED BY RHAL ON 30.MAY.2023, 16:10 TO PERFORM DAILY CHECK DESCRIPTION SIGN RHAL","ACTION PERFORMED BY RHAL ON 30.MAY.2023, 16:10 DAILY CHECK PERFORMED REF FORM.F.MNT.E.102. PERFORMED SIGN RHAL"
Own Configuration,2022-08-01,2023-07-31,48838,PWE,2023-05-31,,2023-05-31,26,0,0,,"1 WORKSTEP ADDED BY DEMU ON 31.MAY.2023, 03:30 ENG 2FIRE LOOP A INTERMITTENT DESCRIPTION SIGN DEMU","ACTION PERFORMED BY DEMU ON 31.MAY.2023, 03:30 DO OPERATIONAL TEST OF THE ENGINE FIRE AND OVERHEAT DETECTION WITH CFDS RESULT TEST OK REF AMM 26-12-00-710-002-A"
Own Configuration,2022-08-01,2023-07-31,48839,PWA,2023-05-31,,2023-05-31,NAN,0,0,,"1 WORKSTEP ADDED BY RNHU ON 31.MAY.2023, 00:50 TO PERFORM BD CHECK DESCRIPTION SIGN RNHU","ACTION PERFORMED BY RNHU ON 31.MAY.2023, 00:50 BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN RNHU"
Own Configuration,2022-08-01,2023-07-31,48840,PWE,2023-05-31,,2023-06-09,26,0,1,26-12-02A,"1 WORKSTEP ADDED BY ASS ON 31.MAY.2023, 12:30 ENG 2 FIRE LOOP A FAULT DESCRIPTION SIGN ASS","ACTION PERFORMED BY ASS ON 31.MAY.2023, 12:30 REF TSM TASK 26-12-00-810-805-A DO OPERATIONAL TEST OF THE ENGINE FIRE AND OVERHEAT DETECTION WITH CFDS RESULT GOOD . REF AMM"
Own Configuration,2022-08-01,2023-07-31,48841,PWA,2023-05-31,,2023-05-31,NAN,0,0,,"1 WORKSTEP ADDED BY ASS ON 31.MAY.2023, 12:30 PERFORM WEEKLY CHECK DESCRIPTION SIGN ASS","ACTION PERFORMED BY ASS ON 31.MAY.2023, 12:30 WEEKLY CHECK PERFORMED REF FORM.F.MNT.E.105.(2-02) PERFORMED SIGN ASS"
Own Configuration,2022-08-01,2023-07-31,48842,PWE,2023-05-31,,2023-05-31,NAN,0,0,,"1 WORKSTEP ADDED BY ASS ON 31.MAY.2023, 13:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ASS","ACTION PERFORMED BY ASS ON 31.MAY.2023, 13:00 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103.(2-02) PERFORMED SIGN ASS"
Own Configuration,2022-08-01,2023-07-31,48843,PWA,2023-05-31,,2023-05-31,NAN,0,0,,"1 WORKSTEP ADDED BY CAR ON 31.MAY.2023, 21:30 TO PERFORM BD CHECK DESCRIPTION SIGN CAR","ACTION PERFORMED BY CAR ON 31.MAY.2023, 21:30 BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN CAR"
Own Configuration,2022-08-01,2023-07-31,48845,PWA,2023-06-01,,2023-06-01,NAN,0,0,,"1 WORKSTEP ADDED BY DEMU ON 01.JUN.2023, 13:30 TO PERFORM DAILY CHECK DESCRIPTION SIGN DEMU","ACTION PERFORMED BY DEMU ON 01.JUN.2023, 13:30 DAILY CHECK PERFORMED REF FORM.F.MNT.E.104.(2-02) PERFORMED SIGN DEMU"
Own Configuration,2022-08-01,2023-07-31,48846,PWA,2023-06-01,,2023-06-01,NAN,0,0,,"1 WORKSTEP ADDED BY AMPR ON 01.JUN.2023, 22:30 TO PERFORM BD CHECK DESCRIPTION SIGN AMPR","ACTION PERFORMED BY AMPR ON 01.JUN.2023, 22:30 BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN AMPR"
Own Configuration,2022-08-01,2023-07-31,48847,PWA,2023-06-02,,2023-06-18,23,0,1,23-73-04-01A,"1 WORKSTEP ADDED BY IMPU ON 02.JUN.2023, 11:00 REF CML SEQ .C001584 PAX CALL FROM ROW 12 ABC,DEF TO 28 ABC,DEF NOT ILLUMINATE","ACTION PERFORMED BY IMPU ON 02.JUN.2023, 11:00 NEED MORE TIME FOR TROUBLE SHOOT INSERT TO HILL REF MEL 23-73-04-01-A.CAT C"
Own Configuration,2022-08-01,2023-07-31,32477,PWA,2023-06-02,2024-05-05,,73-00,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 02.JUN.2023, 04:08 ENGINE FUEL AND CONTROL REMOVE, INSPECT AND REPLACE FUEL FILTER ELEMENT",
Own Configuration,2022-08-01,2023-07-31,32478,PWA,2023-06-02,2024-05-05,,73-00,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 02.JUN.2023, 04:08 ENGINE FUEL AND CONTROL REMOVE, INSPECT AND REPLACE FUEL FILTER ELEMENT",
Own Configuration,2022-08-01,2023-07-31,48862,PWE,2023-05-31,,2023-05-31,NAN,0,0,,"1 WORKSTEP ADDED BY ICPU ON 31.MAY.2023, 21:30 TO PERFORM BD CHECK DESCRIPTION SIGN ICPU","ACTION PERFORMED BY ICPU ON 31.MAY.2023, 21:30 BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN ICPU"
Own Configuration,2022-08-01,2023-07-31,32479,PWA,2023-06-02,2024-03-08,,79-20,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 02.JUN.2023, 04:08 DISTRIBUTION REMOVE AND DISCARD SUPPLY FILTER",
Own Configuration,2022-08-01,2023-07-31,48863,PWE,2023-06-01,,2023-06-01,26,0,0,,"1 WORKSTEP ADDED BY MUSL ON 01.JUN.2023, 01:15 AFTER START FMCC 2 FAULT BUT AFTER RESET RESULT NORMAL DESCRIPTION SIGN MUSL","ACTION PERFORMED BY MUSL ON 01.JUN.2023, 01:15 REFF TSM : 22-83-00-810-868-A RESET CB M17 , RESUME NORMAL , GROUND SCAMING AFS : REFF AMM : 22-91-00-710-001 WITH RESULT PAS"
Own Configuration,2022-08-01,2023-07-31,32480,PWA,2023-06-02,2024-03-08,,79-20,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 02.JUN.2023, 04:08 DISTRIBUTION REMOVE AND DISCARD SUPPLY FILTER",
Own Configuration,2022-08-01,2023-07-31,48864,PWA,2023-06-02,,2023-06-02,NAN,0,0,,"1 WORKSTEP ADDED BY IMPU ON 02.JUN.2023, 11:30 TO PERFORM 24HR CHECK DESCRIPTION SIGN IMPU","ACTION PERFORMED BY IMPU ON 02.JUN.2023, 11:30 24HR CHECK PERFORMED REF FORM.F.MNT.E.103.(2-02) PERFORMED SIGN IMPU"
Own Configuration,2022-08-01,2023-07-31,32481,PWA,2023-05-29,,2023-06-14,80-11,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:56 REPLENISH OIL SYSTEM REPLENISH THE ENGINE OIL SYSTEM IAW AMM TASK 12-13-80-610-002",
Own Configuration,2022-08-01,2023-07-31,48865,PWA,2023-06-02,,2023-06-02,NAN,0,0,,"1 WORKSTEP ADDED BY ISMA ON 02.JUN.2023, 22:30 TO PERFORM BD CHECK DESCRIPTION SIGN ISMA","ACTION PERFORMED BY ISMA ON 02.JUN.2023, 22:30 TO BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN ISMA"
Own Configuration,2022-08-01,2023-07-31,32482,PWA,2023-05-29,,2023-06-14,80-11,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:56 REPLENISH OIL SYSTEM REPLENISH THE ENGINE OIL SYSTEM IAW AMM TASK 12-13-80-610-002",
Own Configuration,2022-08-01,2023-07-31,48866,PWE,2023-06-01,,2023-06-01,NAN,0,0,,"1 WORKSTEP ADDED BY DEMU ON 01.JUN.2023, 13:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN DEMU","ACTION PERFORMED BY DEMU ON 01.JUN.2023, 13:00 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104.(2-02) PERFORMED SIGN DEMU"
Own Configuration,2022-08-01,2023-07-31,48869,PWE,2023-06-01,,2023-06-01,NAN,0,0,,"1 WORKSTEP ADDED BY AMPR ON 01.JUN.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN AMPR","ACTION PERFORMED BY AMPR ON 01.JUN.2023, 22:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN AMPR"
Own Configuration,2022-08-01,2023-07-31,48870,PWA,2023-06-03,,2023-06-03,NAN,0,0,,"1 WORKSTEP ADDED BY WHPR ON 03.JUN.2023, 17:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN WHPR","ACTION PERFORMED BY WHPR ON 03.JUN.2023, 17:00 DAILY CHECK PERFORMED REF FORM.F.MNT.E.104.(2-02) PERFORMED SIGN WHPR"
Own Configuration,2022-08-01,2023-07-31,24311,PWA,2023-01-17,,2023-02-17,21,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 17.JAN.2023, 07:19 STEP-1 DISCARD LAVATORY AIR EXTRACTION FILTER ELEMENT NOTE: DEPENDING ON",
Own Configuration,2022-08-01,2023-07-31,24343,PWA,2023-01-17,,2023-02-17,24,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 17.JAN.2023, 07:19 STEP-1  OPERATIONAL CHECK OF GAPCU VIA CFDS",
Own Configuration,2022-08-01,2023-07-31,24352,PWA,2023-01-17,,2023-02-17,24,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 17.JAN.2023, 07:19 STEP-1  OPERATIONAL CHECK OF BATTERY CHARGE LIMITER NO 1 AND NO 2 VIA CFDS",
Own Configuration,2022-08-01,2023-07-31,24364,PWA,2023-01-17,,2023-02-17,25,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 17.JAN.2023, 07:19 STEP-1 DETAILED INSPECTION OF DIVIDER NETS, DOOR NETS AND NET ATTACHMENT",
Own Configuration,2022-08-01,2023-07-31,24366,PWA,2023-01-17,,2023-02-17,25,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 17.JAN.2023, 07:19   STEP-1  CHECK DOOR/EMERGENCY EXIT/OFFWING ESCAPE SLIDE/RAFT INFLATION",
Own Configuration,2022-08-01,2023-07-31,24368,PWA,2023-01-17,,2023-03-20,25,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 17.JAN.2023, 07:19 STEP-1  OPERATIONAL CHECK OF ELT SYSTEM BY MANUAL ACTIVATION","ACTION PERFORMED ON 20.MAR.2023, 08:50 ******************************************************** WORKORDER CLOSED ON 20.MAR.2023"
Own Configuration,2022-08-01,2023-07-31,24372,PWA,2023-01-17,,2023-02-17,26,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 17.JAN.2023, 07:19 STEP-1  OPERATIONAL CHECK OF LOOP/SQUIB",
Own Configuration,2022-08-01,2023-07-31,32568,PWA,2023-06-02,2024-01-28,,21,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 02.JUN.2023, 04:08 STEP-1 DISCARD DEMISTER FILTER ELEMENT AND FILTER CARTRIDGE (LE BOZEC) NOTE:",
Own Configuration,2022-08-01,2023-07-31,32579,PWA,2023-05-29,,2023-06-14,24,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:56 STEP-1  OPERATIONAL CHECK OF GAPCU VIA CFDS",
Own Configuration,2022-08-01,2023-07-31,32581,PWA,2023-05-29,,2023-06-14,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:56 STEP-1  READ CENTRALIZED FAULT DISPLAY SYSTEM (CFDS) FOR CLASS 3 FAULTS",
Own Configuration,2022-08-01,2023-07-31,32583,PWA,2023-05-29,,2023-06-14,32,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:56 STEP-1 GENERAL VISUAL INSPECTION OF L/G EXTENSION / RETRACTION SYSTEM",
Own Configuration,2022-08-01,2023-07-31,32585,PWA,2023-06-26,2026-03-09,,21,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 26.JUN.2023, 01:48   STEP-1  DETAILED INSPECTION OF TRIM AIR CHECK VALVES FLAPPERS FOR CONDITION",
Own Configuration,2022-08-01,2023-07-31,32587,PWA,2023-05-29,,2023-06-14,24,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:56 STEP-1  OPERATIONAL CHECK OF BATTERY CHARGE LIMITER NO 1 AND NO 2 VIA CFDS",
